-4.46233	10.999	
-3.16611	13.309	
-7.25885	-0.569824	
-4.13783	9.90355	
-4.68123	10.0703	
-6.30769	2.13277	
-5.43359	4.71871	
-4.65738	10.1162	
-1.4216	19.8222	
-2.23056	18.2927	
-6.34989	2.69185	
-1.96508	19.0692	
-4.2746	6.28626	
-5.06305	8.55186	
-4.28526	13.5754	
-5.20497	9.00609	
-5.12414	9.07605	
-3.5103	12.8164	
-3.59097	13.2318	
-3.58281	13.3652	
-4.3285	10.5101	
-6.20749	2.39662	
-4.28276	9.92619	
-3.36976	13.416	
-4.51111	8.91405	
-3.96531	13.0092	
-4.27311	14.7535	
-5.30344	4.74346	
-4.70613	9.24138	
-5.78728	2.85259	
-4.1116	13.2694	
-6.14707	6.32333	
-6.06887	1.50194	
-5.8095	8.38999	
-7.94428	-4.10376	
-3.56162	13.4105	
-4.67481	10.9605	
-5.75493	5.60184	
-3.6297	16.603	
-6.71152	6.57429	
-5.10224	7.87153	
-5.24145	3.99242	
-4.68079	8.51195	
-4.68714	7.68857	
-5.86488	3.70472	
-5.03005	6.02475	
-5.16488	7.55259	
-4.37229	13.6904	
-3.90673	10.6393	
-3.89073	11.4173	
-5.86365	6.9116	
-4.92264	10.282	
-6.21412	4.55577	
-6.1135	5.8042	
-5.00685	9.41996	
-3.46737	12.7311	
-5.76967	6.01741	
-4.62862	8.80377	
-5.22558	5.71819	
-3.88264	12.9634	
-6.08906	4.30013	
-4.96744	7.80365	
-4.44747	10.4176	
-3.89939	13.49	
-3.45579	14.0563	
-4.91407	8.62339	
-6.49159	3.2434	
-5.7423	5.48688	
-6.06158	3.00016	
-2.64954	17.5313	
-5.6156	8.1818	
-4.25192	9.73257	
-5.19242	10.5234	
-4.11139	10.8179	
-5.76485	4.91881	
-6.40227	1.60356	
-6.42238	1.70774	
-4.51181	8.12835	
-5.17738	7.96607	
-5.19605	9.96218	
-3.58069	13.8423	
-4.70842	10.4371	
-4.80219	10.9175	
-3.4123	9.41194	
-5.80447	4.9065	
-4.30338	11.0236	
-4.16491	12.1122	
-5.24372	4.98315	
-4.78433	7.0868	
-6.16584	5.23075	
-6.14795	3.78885	
-4.89513	9.28426	
-4.27775	8.93484	
-2.41451	14.3399	
-5.66689	6.92819	
-4.81267	10.6345	
-5.08249	10.4177	
-6.93302	-1.30643	
-5.43897	4.2467	
-6.79468	-0.725474	
-4.15962	10.8722	
-5.88803	3.87118	
-4.89991	10.5296	
-5.54453	3.68119	
-4.69648	6.17296	
-5.60033	6.23932	
-4.51003	11.6931	
-4.26064	9.25644	
-3.28811	11.8928	
-5.19412	7.07293	
-7.13836	-2.19798	
-5.83959	5.0902	
-3.64541	14.1148	
-6.07216	4.60853	
-4.03905	8.19721	
-4.87595	7.54396	
-3.5633	12.5276	
-6.9609	4.14434	
-5.1977	8.82517	
-6.20785	3.67788	
-2.09199	20.3494	
