4.52188	3.49331	
10.6017	5.01284	
-8.59493	0.884666	
6.04395	3.90919	
3.49514	3.33768	
-4.1336	1.86948	
-0.0337269	2.61268	
3.60705	4.11485	
18.7842	6.10408	
14.9898	5.13402	
-4.33153	1.3832	
16.2351	5.60335	
5.40245	3.57366	
1.70425	2.89199	
5.35244	3.62409	
1.03862	2.95603	
1.41771	2.99068	
8.9873	4.6411	
8.60896	4.85337	
8.64722	4.70461	
5.1496	3.28231	
-3.66362	1.18468	
5.36415	3.9425	
9.64648	4.04633	
4.29312	3.48787	
6.85314	4.00269	
5.40939	4.32552	
0.576736	2.68936	
3.37838	3.13886	
-1.69268	2.31119	
6.16694	3.92166	
-3.38024	1.91925	
-3.01345	1.80288	
-1.79689	1.87855	
-11.8099	0.264509	
8.7466	4.00125	
3.52528	3.02087	
-1.54093	2.65117	
8.42727	4.19652	
-6.02772	1.31839	
1.52044	3.15569	
0.867513	2.68371	
3.49721	3.59657	
3.46744	3.20284	
-2.05665	2.45588	
1.85905	3.14866	
1.22665	2.78174	
4.94421	3.35806	
7.12787	3.75469	
7.20295	3.98807	
-2.05089	2.04784	
2.36285	2.95896	
-3.69471	2.11257	
-3.22278	1.84774	
1.96787	3.31599	
9.18867	4.32047	
-1.61005	2.53588	
3.74192	3.20901	
0.941915	2.83338	
7.24086	4.34578	
-3.10816	1.83839	
2.15271	2.90763	
4.59158	4.09513	
7.16232	4.32415	
9.243	4.35968	
2.40305	3.26547	
-4.99618	1.46741	
-1.4817	2.48692	
-2.97926	2.38084	
13.0246	4.8025	
-0.887429	2.69957	
5.50879	4.12891	
1.09748	2.82878	
6.16795	4.34505	
-1.58746	2.31003	
-4.57722	1.30574	
-4.67153	1.01672	
4.28983	3.37434	
1.16804	3.03107	
1.08043	2.90143	
8.65715	4.47834	
3.36765	3.11699	
2.92782	3.23039	
9.44697	4.06108	
-1.77328	2.01382	
5.26746	3.43741	
5.91691	3.94777	
0.856875	2.76219	
3.01158	2.88101	
-3.46829	1.8788	
-3.38438	1.7041	
2.49191	2.91258	
5.38767	3.93666	
14.127	5.51252	
-1.12799	2.47254	
2.87866	3.42904	
1.61307	2.97169	
-7.06668	1.30081	
-0.0589338	2.77148	
-6.41779	1.60834	
5.94171	3.94047	
-2.16524	2.54632	
2.46948	3.10241	
-0.554067	2.46408	
3.42364	3.77104	
-0.815781	2.28029	
4.29814	3.46927	
5.46792	3.96878	
10.0295	4.68464	
1.08948	3.21	
-8.02978	1.24012	
-1.93802	2.27673	
8.35361	4.08026	
-3.02885	2.1312	
6.50727	3.53199	
2.58185	3.18796	
8.7387	4.60638	
-7.19744	1.17879	
1.07271	3.05843	
-3.6653	2.41623	
15.6398	6.05054	
5.87062	3.867	
8.46795	4.50396	
-2.96331	2.10478	
-0.198002	2.17961	
0.722005	2.62115	
7.15207	4.39924	
0.696665	2.72112	
5.29052	3.83733	
-7.62387	0.74761	
0.340296	2.67871	
-1.86296	2.37915	
-5.39705	1.10297	
4.38261	3.58539	
3.32262	3.21925	
2.15703	2.76714	
-4.2555	1.70988	
7.28841	3.54689	
3.64249	2.73579	
0.597256	2.38114	
2.10736	2.74259	
0.771132	2.4178	
