27.5219	12.4933	
33.6017	14.0128	
14.4051	9.88467	
29.044	12.9092	
26.4951	12.3377	
18.8664	10.8695	
22.9663	11.6127	
26.6071	13.1148	
41.7842	15.1041	
37.9898	14.134	
18.6685	10.3832	
39.2351	14.6034	
28.4024	12.5737	
24.7042	11.892	
28.3524	12.6241	
24.0386	11.956	
24.4177	11.9907	
31.9873	13.6411	
31.609	13.8534	
31.6472	13.7046	
28.1496	12.2823	
19.3364	10.1847	
28.3641	12.9425	
32.6465	13.0463	
27.2931	12.4879	
29.8531	13.0027	
28.4094	13.3255	
23.5767	11.6894	
26.3784	12.1389	
21.3073	11.3112	
29.1669	12.9217	
19.6198	10.9193	
19.9866	10.8029	
21.2031	10.8785	
11.1901	9.26451	
31.7466	13.0012	
26.5253	12.0209	
21.4591	11.6512	
31.4273	13.1965	
16.9723	10.3184	
24.5204	12.1557	
23.8675	11.6837	
26.4972	12.5966	
26.4674	12.2028	
20.9434	11.4559	
24.859	12.1487	
24.2266	11.7817	
27.9442	12.3581	
30.1279	12.7547	
30.203	12.9881	
20.9491	11.0478	
25.3628	11.959	
19.3053	11.1126	
19.7772	10.8477	
24.9679	12.316	
32.1887	13.3205	
21.3899	11.5359	
26.7419	12.209	
23.9419	11.8334	
30.2409	13.3458	
19.8918	10.8384	
25.1527	11.9076	
27.5916	13.0951	
30.1623	13.3241	
32.243	13.3597	
25.4031	12.2655	
18.0038	10.4674	
21.5183	11.4869	
20.0207	11.3808	
36.0246	13.8025	
22.1126	11.6996	
28.5088	13.1289	
24.0975	11.8288	
29.168	13.345	
21.4125	11.31	
18.4228	10.3057	
18.3285	10.0167	
27.2898	12.3743	
24.168	12.0311	
24.0804	11.9014	
31.6572	13.4783	
26.3677	12.117	
25.9278	12.2304	
32.447	13.0611	
21.2267	11.0138	
28.2675	12.4374	
28.9169	12.9478	
23.8569	11.7622	
26.0116	11.881	
19.5317	10.8788	
19.6156	10.7041	
25.4919	11.9126	
28.3877	12.9367	
37.127	14.5125	
21.872	11.4725	
25.8787	12.429	
24.6131	11.9717	
15.9333	10.3008	
22.9411	11.7715	
16.5822	10.6083	
28.9417	12.9405	
20.8348	11.5463	
25.4695	12.1024	
22.4459	11.4641	
26.4236	12.771	
22.1842	11.2803	
27.2981	12.4693	
28.4679	12.9688	
33.0295	13.6846	
24.0895	12.21	
14.9702	10.2401	
21.062	11.2767	
31.3536	13.0803	
19.9711	11.1312	
29.5073	12.532	
25.5818	12.188	
31.7387	13.6064	
15.8026	10.1788	
24.0727	12.0584	
19.3347	11.4162	
38.6398	15.0505	
28.8706	12.867	
31.468	13.504	
20.0367	11.1048	
22.802	11.1796	
23.722	11.6211	
30.1521	13.3992	
23.6967	11.7211	
28.2905	12.8373	
15.3761	9.74761	
23.3403	11.6787	
21.137	11.3792	
17.6029	10.103	
27.3826	12.5854	
26.3226	12.2192	
25.157	11.7671	
18.7445	10.7099	
30.2884	12.5469	
26.6425	11.7358	
23.5973	11.3811	
25.1074	11.7426	
23.7711	11.4178	
16.7908	9.8342	
23.6602	11.8072	
21.1005	10.7528	
20.4071	11.0916	
19.576	11.1125	
22.4974	11.4875	
15.6068	10.1049	
29.5226	12.8184	
27.4393	12.0808	
24.9061	11.9684	
24.8369	12.2376	
21.2563	11.7245	
29.7781	12.856	
24.3752	11.4132	
21.6486	11.3614	
31.3386	13.4026	
23.9457	11.7203	
22.2372	11.1108	
23.6222	12.2891	
21.0229	10.521	
19.7461	10.7815	
36.848	14.0507	
32.765	13.4089	
26.4425	12.3847	
19.1036	10.8329	
20.9406	10.9692	
24.172	12.0498	
28.7121	12.9348	
18.7523	10.9047	
14.072	9.64467	
